country,show_id,continent,market_type
Thailand,81002597,Other,Primary
Italy,80148275,Europe,Primary
India,80127886,Asia,Primary
United States,80176771,North America,Primary
Canada,80080491,North America,Primary
United States,80046777,North America,Primary
United States,60024976,North America,Primary
United States,80185003,North America,Primary
United States,80173002,North America,Primary
"United Kingdom,",80009431,Other,Primary
United States,81092045,North America,Primary
Japan,81153751,Asia,Primary
China,81034600,Other,Primary
United States,80183783,North America,Primary
United States,81058497,North America,Primary
United States,80167628,North America,Primary
South Korea,81165326,Asia,Primary
United States,81053961,North America,Primary
India,81029848,Asia,Primary
United States,80225421,North America,Primary
India,80204460,Asia,Primary
United States,70209267,North America,Primary
Canada,70306305,North America,Primary
Canada,70262831,North America,Primary
South Africa,70113005,Other,Primary
United States,70052286,North America,Primary
United States,80114460,North America,Primary
India,81206389,Asia,Primary
United States,80201488,North America,Primary
United Kingdom,80196135,Europe,Primary
United States,80117461,North America,Primary
United States,80127600,North America,Primary
Austria,80117533,Other,Primary
South Korea,81193313,Asia,Primary
India,81213894,Asia,Primary
Poland,80205593,Other,Primary
United States,80238204,North America,Primary
Ireland,80230507,Other,Primary
United States,81041515,North America,Primary
United States,80191074,North America,Primary
Mexico,80990725,North America,Primary
Indonesia,81016327,Other,Primary
Italy,81004245,Europe,Primary
Indonesia,81033200,Other,Primary
Japan,81002951,Asia,Primary
India,81039383,Asia,Primary
India,81018377,Asia,Primary
France,81021528,Europe,Primary
Mexico,80991809,North America,Primary
Peru,80097475,Other,Primary
United States,70117294,North America,Primary
United States,70117582,North America,Primary
Canada,80119411,North America,Primary
France,81082007,Europe,Primary
Nigeria,81172754,Other,Primary
France,81120982,Europe,Primary
South Africa,81227195,Other,Primary
Nigeria,81172899,Other,Primary
United States,81094391,North America,Primary
Nigeria,81172908,Other,Primary
Nigeria,81172901,Other,Primary
United States,80990849,North America,Primary
United States,81033086,North America,Primary
Japan,80156799,Asia,Primary
Brazil,81161538,South America,Primary
United States,80997965,North America,Primary
France,81018979,Europe,Primary
Germany,60020826,Europe,Primary
China,80226242,Other,Primary
United States,81002391,North America,Primary
United States,70101696,North America,Primary
India,81194544,Asia,Primary
Canada,81177504,North America,Primary
United States,80175798,North America,Primary
United States,80216094,North America,Primary
United States,80227995,North America,Primary
China,80239961,Other,Primary
India,80219019,Asia,Primary
United States,81062293,North America,Primary
United States,80235524,North America,Primary
Mexico,81140259,North America,Primary
United States,80241855,North America,Primary
India,81215481,Asia,Primary
United States,80147529,North America,Primary
United States,81018860,North America,Primary
Uruguay,80217495,Other,Primary
Mexico,80141787,North America,Primary
United States,80109415,North America,Primary
United States,80049871,North America,Primary
United States,81218079,North America,Primary
United States,60028294,North America,Primary
United States,80125671,North America,Primary
South Korea,80198001,Asia,Primary
United States,80174220,North America,Primary
United States,80126449,North America,Primary
Spain,80103512,Europe,Primary
Japan,80199051,Asia,Primary
Canada,80198545,North America,Primary
United States,60020948,North America,Primary
United States,70235384,North America,Primary
United States,569355,North America,Primary
China,81208888,Other,Primary
United States,60022645,North America,Primary
Spain,80235857,Europe,Primary
Spain,80196379,Europe,Primary
France,80198859,Europe,Primary
United States,80216180,North America,Primary
United States,80244846,North America,Primary
Japan,80159876,Asia,Primary
United States,70091304,North America,Primary
United States,81169145,North America,Primary
Brazil,80244700,South America,Primary
United States,81218074,North America,Primary
Singapore,80245262,Other,Primary
United States,80199682,North America,Primary
South Korea,80214115,Asia,Primary
United States,80203522,North America,Primary
United States,80097141,North America,Primary
India,80107037,Asia,Primary
United States,80077402,North America,Primary
India,80107219,Asia,Primary
United Kingdom,60023606,Europe,Primary
France,80241539,Europe,Primary
United States,81026188,North America,Primary
United States,80080109,North America,Primary
Thailand,80993625,Other,Primary
Spain,80988835,Europe,Primary
Australia,80208104,Oceania,Primary
United States,80134827,North America,Primary
United States,80127558,North America,Primary
United States,80158084,North America,Primary
Mexico,80124725,North America,Primary
Australia,70267398,Oceania,Primary
United States,80108983,North America,Primary
United States,292118,North America,Primary
United States,70003046,North America,Primary
United States,80221584,North America,Primary
United States,70053833,North America,Primary
United States,70122722,North America,Primary
India,81217738,Asia,Primary
United States,80081990,North America,Primary
United States,60004471,North America,Primary
United States,60022413,North America,Primary
Germany,81011957,Europe,Primary
United States,70058022,North America,Primary
United States,60022502,North America,Primary
Mexico,80244683,North America,Primary
Germany,80028357,Europe,Primary
India,81217739,Asia,Primary
Italy,60031884,Europe,Primary
United States,70117289,North America,Primary
United States,28631236,North America,Primary
United States,70121502,North America,Primary
United States,70215455,North America,Primary
United States,506464,North America,Primary
United States,60003508,North America,Primary
United States,70105132,North America,Primary
United States,60004083,North America,Primary
United Kingdom,70087538,Europe,Primary
United States,1181661,North America,Primary
United States,60011552,North America,Primary
France,80222157,Europe,Primary
United States,70044693,North America,Primary
United States,70173046,North America,Primary
United States,70039187,North America,Primary
United States,70044686,North America,Primary
United States,80989043,North America,Primary
Indonesia,81021831,Other,Primary
Indonesia,81021832,Other,Primary
United States,80201866,North America,Primary
United States,80239932,North America,Primary
United States,81215856,North America,Primary
United States,81214223,North America,Primary
United States,80045925,North America,Primary
United States,80027560,North America,Primary
United States,70135899,North America,Primary
United States,81215437,North America,Primary
United States,81215438,North America,Primary
United States,81214187,North America,Primary
United States,80160987,North America,Primary
United States,81215439,North America,Primary
United States,70178618,North America,Primary
United States,70292700,North America,Primary
United States,81214214,North America,Primary
Brazil,81020531,South America,Primary
United States,80191051,North America,Primary
United States,80242446,North America,Primary
Thailand,80241877,Other,Primary
France,80085566,Europe,Primary
United States,80124722,North America,Primary
United Kingdom,70243696,Europe,Primary
United Kingdom,70243692,Europe,Primary
United States,81073633,North America,Primary
Argentina,81105522,Other,Primary
United States,70230138,North America,Primary
United States,70083532,North America,Primary
South Korea,80177865,Asia,Primary
United States,80117534,North America,Primary
France,80115031,Europe,Primary
Colombia,80120640,Other,Primary
United Kingdom,80029708,Europe,Primary
United States,80079470,North America,Primary
United States,70127998,North America,Primary
Taiwan,81191473,Other,Primary
China,81019520,Other,Primary
United States,80160504,North America,Primary
United States,80158168,North America,Primary
United States,80160759,North America,Primary
Canada,80209608,North America,Primary
India,80182622,Asia,Primary
United States,80175694,North America,Primary
United States,80016471,North America,Primary
United States,80171561,North America,Primary
United Kingdom,80123729,Europe,Primary
United States,70189289,North America,Primary
Finland,81132624,Other,Primary
United States,80013267,North America,Primary
United Kingdom,80046819,Europe,Primary
United States,70293315,North America,Primary
United States,80177400,North America,Primary
United States,80191036,North America,Primary
United Arab Emirates,81037898,Other,Primary
Mexico,80997085,North America,Primary
France,81004099,Europe,Primary
United States,80200267,North America,Primary
United States,80242926,North America,Primary
Brazil,80216621,South America,Primary
United States,70113538,North America,Primary
Taiwan,81179844,Other,Primary
United States,80244457,North America,Primary
Colombia,81196441,Other,Primary
Argentina,81162089,Other,Primary
India,81217737,Asia,Primary
India,81076114,Asia,Primary
United States,80217594,North America,Primary
South Korea,81033650,Asia,Primary
Japan,80093820,Asia,Primary
Spain,80183187,Europe,Primary
Taiwan,81179882,Other,Primary
United States,70124331,North America,Primary
Taiwan,81179821,Other,Primary
South Korea,81033645,Asia,Primary
India,81217749,Asia,Primary
United States,80158800,North America,Primary
Mexico,80238391,North America,Primary
Japan,70291121,Asia,Primary
Thailand,80242491,Other,Primary
India,81035105,Asia,Primary
Canada,80224054,North America,Primary
India,81038832,Asia,Primary
India,81035109,Asia,Primary
Indonesia,81030893,Other,Primary
India,81035103,Asia,Primary
India,81035104,Asia,Primary
Australia,80075824,Oceania,Primary
India,81035108,Asia,Primary
India,81035107,Asia,Primary
United States,81028556,North America,Primary
Australia,81028574,Oceania,Primary
Australia,81028560,Oceania,Primary
France,80196044,Europe,Primary
Spain,80122177,Europe,Primary
India,80136925,Asia,Primary
Malaysia,80202454,Other,Primary
India,70040076,Asia,Primary
Japan,80009361,Asia,Primary
Russia,80166471,Other,Primary
United States,80119125,North America,Primary
Germany,80117532,Europe,Primary
India,70260514,Asia,Primary
United States,80127995,North America,Primary
United States,81156627,North America,Primary
